AirportCode,AirportName,Average_0_15_PassengerCount,Average_121_PassengerCount,Average_16_30_PassengerCount,Average_31_45_PassengerCount,Average_46_60_PassengerCount,Average_61_90_PassengerCount,Average_91_120_PassengerCount,AverageWait,BoothsUsed,ExcludedPassengerCount,FlightCount,FlightDate,GlobalEntryPassengerCount,HourRange,LastUpdated,MaxWait,NonUsaPassengerAverageWait,NonUsaPassengerCount,NonUsaPassengerMaxWait,SiteId,TerminalName,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount,UsaPassengerMaxWait
LAX,Los Angeles International Airport,210,0,84,5,0,0,0,12,9,11,2,2025-02-11,29,1800 - 1900,2025-02-19 00:00:00,37,16,58,37,A278,Satellite 7,310,12,252,37
LAX,Los Angeles International Airport,22,0,27,8,0,0,0,20,0,2,4,2025-02-11,59,2100 - 2200,2025-02-19 00:00:00,41,20,4,29,A278,Satellite 7,59,20,55,41
LAX,Los Angeles International Airport,51,0,18,0,0,0,0,12,0,2,4,2025-02-11,71,2200 - 2300,2025-02-19 00:00:00,18,0,0,0,A278,Satellite 7,71,12,71,18
LAX,Los Angeles International Airport,0,0,6,0,0,0,0,26,0,1,1,2025-02-11,7,2300 - 0000,2025-02-19 00:00:00,29,0,0,0,A278,Satellite 7,7,26,7,29
LAX,Los Angeles International Airport,391,0,396,275,171,43,0,26,25,41,8,2025-02-11,229,0500 - 0600,2025-02-19 00:00:00,67,40,487,67,A273,Tom Bradley International Terminal,1317,18,830,64
LAX,Los Angeles International Airport,225,0,284,166,214,320,0,40,28,36,6,2025-02-11,63,0600 - 0700,2025-02-19 00:00:00,89,55,746,89,A273,Tom Bradley International Terminal,1245,19,499,85
LAX,Los Angeles International Airport,207,19,289,105,85,200,307,54,25,38,6,2025-02-11,105,0700 - 0800,2025-02-19 00:00:00,146,79,696,145,A273,Tom Bradley International Terminal,1250,24,554,146
LAX,Los Angeles International Airport,184,220,231,199,158,100,220,63,26,40,6,2025-02-11,97,0800 - 0900,2025-02-19 00:00:00,152,88,742,152,A273,Tom Bradley International Terminal,1352,33,610,147
LAX,Los Angeles International Airport,131,0,223,78,91,183,0,37,29,26,5,2025-02-11,90,0900 - 1000,2025-02-19 00:00:00,89,58,322,89,A273,Tom Bradley International Terminal,732,22,410,81
LAX,Los Angeles International Airport,208,0,255,121,17,0,0,21,33,19,4,2025-02-11,97,1000 - 1100,2025-02-19 00:00:00,57,29,306,57,A273,Tom Bradley International Terminal,620,14,314,55
LAX,Los Angeles International Airport,755,0,477,59,0,0,0,14,38,38,8,2025-02-11,123,1100 - 1200,2025-02-19 00:00:00,37,18,643,37,A273,Tom Bradley International Terminal,1329,11,686,36
LAX,Los Angeles International Airport,812,0,813,230,38,16,0,19,41,57,9,2025-02-11,237,1200 - 1300,2025-02-19 00:00:00,73,22,963,73,A273,Tom Bradley International Terminal,1966,16,1003,73
LAX,Los Angeles International Airport,414,0,580,146,20,11,0,19,37,37,7,2025-02-11,88,1300 - 1400,2025-02-19 00:00:00,68,23,569,68,A273,Tom Bradley International Terminal,1208,16,639,68
LAX,Los Angeles International Airport,533,0,226,93,34,13,0,17,40,24,4,2025-02-11,69,1400 - 1500,2025-02-19 00:00:00,74,16,456,74,A273,Tom Bradley International Terminal,923,18,467,70
LAX,Los Angeles International Airport,455,0,179,5,0,0,0,12,33,17,4,2025-02-11,55,1500 - 1600,2025-02-19 00:00:00,34,13,391,34,A273,Tom Bradley International Terminal,656,11,265,33
LAX,Los Angeles International Airport,481,0,109,0,0,0,0,11,35,13,3,2025-02-11,79,1600 - 1700,2025-02-19 00:00:00,28,12,230,28,A273,Tom Bradley International Terminal,603,10,373,27
LAX,Los Angeles International Airport,166,0,60,0,0,0,0,10,23,5,2,2025-02-11,21,1700 - 1800,2025-02-19 00:00:00,27,9,71,26,A273,Tom Bradley International Terminal,231,10,160,27
LAX,Los Angeles International Airport,963,0,726,428,97,35,0,21,35,67,10,2025-02-11,227,1800 - 1900,2025-02-19 00:00:00,84,21,996,83,A273,Tom Bradley International Terminal,2316,20,1320,84
LAX,Los Angeles International Airport,212,0,277,55,4,0,0,18,27,18,3,2025-02-11,79,1900 - 2000,2025-02-19 00:00:00,52,20,237,52,A273,Tom Bradley International Terminal,566,17,329,52
LAX,Los Angeles International Airport,332,0,273,34,0,0,0,14,15,18,4,2025-02-11,105,2000 - 2100,2025-02-19 00:00:00,39,20,199,39,A273,Tom Bradley International Terminal,657,12,458,38
LAX,Los Angeles International Airport,288,0,327,93,48,0,0,21,14,18,5,2025-02-11,8,2100 - 2200,2025-02-19 00:00:00,58,27,343,58,A273,Tom Bradley International Terminal,774,16,431,34
LAX,Los Angeles International Airport,202,0,180,141,6,0,0,22,11,16,5,2025-02-11,0,2200 - 2300,2025-02-19 00:00:00,50,33,182,50,A273,Tom Bradley International Terminal,545,16,363,47
LAX,Los Angeles International Airport,128,0,148,58,0,0,0,19,13,10,2,2025-02-11,1,2300 - 0000,2025-02-19 00:00:00,41,26,140,41,A273,Tom Bradley International Terminal,344,14,204,40
LAX,Los Angeles International Airport,11,0,0,0,0,0,0,1,1,1,1,2025-02-12,0,0700 - 0800,2025-02-20 00:00:00,4,3,1,3,A27F,Atlantic Aviation GAF,12,1,11,4
LAX,Los Angeles International Airport,140,0,26,0,0,0,0,9,10,2,1,2025-02-12,25,1000 - 1100,2025-02-20 00:00:00,20,12,70,20,A278,Satellite 7,168,6,98,13
LAX,Los Angeles International Airport,168,0,65,0,0,0,0,11,9,9,1,2025-02-12,36,1200 - 1300,2025-02-20 00:00:00,24,15,89,24,A278,Satellite 7,242,9,153,23
LAX,Los Angeles International Airport,266,0,24,0,0,0,0,10,9,8,2,2025-02-12,43,1300 - 1400,2025-02-20 00:00:00,20,10,45,18,A278,Satellite 7,298,10,253,20
LAX,Los Angeles International Airport,121,0,26,0,0,0,0,11,8,5,1,2025-02-12,8,1400 - 1500,2025-02-20 00:00:00,22,13,58,22,A278,Satellite 7,152,9,94,18
LAX,Los Angeles International Airport,186,0,25,0,0,0,0,8,9,6,2,2025-02-12,48,1500 - 1600,2025-02-20 00:00:00,19,9,66,19,A278,Satellite 7,217,8,151,17
LAX,Los Angeles International Airport,67,0,2,0,0,0,0,11,6,3,1,2025-02-12,17,1600 - 1700,2025-02-20 00:00:00,16,14,7,16,A278,Satellite 7,72,11,65,15
LAX,Los Angeles International Airport,478,0,100,0,0,0,0,9,10,16,5,2025-02-12,100,1700 - 1800,2025-02-20 00:00:00,26,9,72,20,A278,Satellite 7,594,9,522,26
LAX,Los Angeles International Airport,296,0,283,14,4,0,0,14,10,16,4,2025-02-12,112,1800 - 1900,2025-02-20 00:00:00,51,15,126,42,A278,Satellite 7,613,14,487,51
LAX,Los Angeles International Airport,46,0,126,60,19,8,0,27,14,8,1,2025-02-12,6,0400 - 0500,2025-02-20 00:00:00,81,32,141,80,A273,Tom Bradley International Terminal,267,22,126,81
LAX,Los Angeles International Airport,294,0,372,73,4,0,0,18,34,20,5,2025-02-12,123,0500 - 0600,2025-02-20 00:00:00,46,23,319,46,A273,Tom Bradley International Terminal,763,14,444,36
LAX,Los Angeles International Airport,667,0,316,212,73,8,0,18,37,36,7,2025-02-12,168,0600 - 0700,2025-02-20 00:00:00,64,27,636,64,A273,Tom Bradley International Terminal,1312,11,676,60
LAX,Los Angeles International Airport,451,0,404,404,309,176,14,32,32,50,9,2025-02-12,210,0700 - 0800,2025-02-20 00:00:00,98,43,929,98,A273,Tom Bradley International Terminal,1808,20,879,98
LAX,Los Angeles International Airport,117,0,172,301,157,350,32,47,31,33,5,2025-02-12,63,0800 - 0900,2025-02-20 00:00:00,106,57,734,106,A273,Tom Bradley International Terminal,1162,31,428,76
LAX,Los Angeles International Airport,178,0,298,152,65,121,0,31,29,22,6,2025-02-12,75,0900 - 1000,2025-02-20 00:00:00,75,38,486,75,A273,Tom Bradley International Terminal,836,21,350,58
LAX,Los Angeles International Airport,594,0,195,3,0,0,0,11,36,30,5,2025-02-12,98,1000 - 1100,2025-02-20 00:00:00,37,13,351,30,A273,Tom Bradley International Terminal,822,9,471,37
LAX,Los Angeles International Airport,632,0,435,142,15,0,0,17,38,41,7,2025-02-12,119,1100 - 1200,2025-02-20 00:00:00,52,17,628,51,A273,Tom Bradley International Terminal,1265,16,637,52
LAX,Los Angeles International Airport,926,0,686,409,110,30,0,21,37,69,11,2025-02-12,185,1200 - 1300,2025-02-20 00:00:00,71,23,1197,71,A273,Tom Bradley International Terminal,2230,18,1033,63
LAX,Los Angeles International Airport,103,0,272,181,75,0,0,28,31,21,4,2025-02-12,53,1300 - 1400,2025-02-20 00:00:00,59,34,330,59,A273,Tom Bradley International Terminal,652,23,322,59
LAX,Los Angeles International Airport,577,0,312,40,14,0,0,14,47,33,4,2025-02-12,71,1400 - 1500,2025-02-20 00:00:00,57,14,520,57,A273,Tom Bradley International Terminal,976,13,456,57
LAX,Los Angeles International Airport,573,0,208,8,0,0,0,11,39,26,4,2025-02-12,65,1500 - 1600,2025-02-20 00:00:00,34,13,451,34,A273,Tom Bradley International Terminal,815,10,364,34
LAX,Los Angeles International Airport,596,0,350,14,0,0,0,12,41,29,6,2025-02-12,126,1600 - 1700,2025-02-20 00:00:00,38,14,422,38,A273,Tom Bradley International Terminal,989,10,567,38
LAX,Los Angeles International Airport,299,0,117,0,0,0,0,11,32,13,2,2025-02-12,13,1700 - 1800,2025-02-20 00:00:00,28,13,262,28,A273,Tom Bradley International Terminal,429,8,167,28
LAX,Los Angeles International Airport,664,0,165,5,0,0,0,10,25,26,4,2025-02-12,110,1800 - 1900,2025-02-20 00:00:00,31,12,474,31,A273,Tom Bradley International Terminal,860,7,386,25
LAX,Los Angeles International Airport,735,0,582,366,74,31,0,21,29,51,11,2025-02-12,220,1900 - 2000,2025-02-20 00:00:00,80,27,658,79,A273,Tom Bradley International Terminal,1839,17,1181,80
LAX,Los Angeles International Airport,301,0,91,29,0,0,0,13,23,13,3,2025-02-12,43,2000 - 2100,2025-02-20 00:00:00,36,14,182,36,A273,Tom Bradley International Terminal,434,12,252,34
LAX,Los Angeles International Airport,314,0,109,8,2,0,0,13,16,14,5,2025-02-12,30,2100 - 2200,2025-02-20 00:00:00,47,15,157,47,A273,Tom Bradley International Terminal,447,11,290,47
LAX,Los Angeles International Airport,319,0,175,27,0,0,0,14,15,13,4,2025-02-12,27,2200 - 2300,2025-02-20 00:00:00,42,15,198,42,A273,Tom Bradley International Terminal,534,13,336,41
LAX,Los Angeles International Airport,443,0,264,38,0,0,0,14,16,21,5,2025-02-12,10,2300 - 0000,2025-02-20 00:00:00,35,18,312,35,A273,Tom Bradley International Terminal,766,11,454,34
LAX,Los Angeles International Airport,148,0,22,0,0,0,0,8,7,3,1,2025-02-13,20,1000 - 1100,2025-02-21 00:00:01,19,11,74,19,A278,Satellite 7,173,5,99,13
LAX,Los Angeles International Airport,132,0,0,0,0,0,0,8,7,5,1,2025-02-13,30,1200 - 1300,2025-02-21 00:00:01,15,10,15,13,A278,Satellite 7,137,8,122,15
LAX,Los Angeles International Airport,159,0,154,74,43,0,0,23,9,9,3,2025-02-13,51,1300 - 1400,2025-02-21 00:00:01,54,34,192,54,A278,Satellite 7,439,15,247,43
LAX,Los Angeles International Airport,56,0,20,0,0,0,0,13,7,2,1,2025-02-13,9,1400 - 1500,2025-02-21 00:00:01,25,21,17,25,A278,Satellite 7,78,11,61,22
LAX,Los Angeles International Airport,194,0,0,0,0,0,0,7,7,6,2,2025-02-13,42,1500 - 1600,2025-02-21 00:00:01,15,8,77,15,A278,Satellite 7,200,6,123,14
LAX,Los Angeles International Airport,213,0,14,0,0,0,0,8,8,5,3,2025-02-13,39,1700 - 1800,2025-02-21 00:00:01,30,7,90,16,A278,Satellite 7,232,8,142,30
LAX,Los Angeles International Airport,320,0,3,0,0,0,0,6,9,10,4,2025-02-13,61,1800 - 1900,2025-02-21 00:00:01,18,7,92,16,A278,Satellite 7,333,6,241,18
LAX,Los Angeles International Airport,267,0,304,227,46,8,0,24,28,29,5,2025-02-13,96,0500 - 0600,2025-02-21 00:00:01,88,31,453,88,A273,Tom Bradley International Terminal,881,17,428,83
LAX,Los Angeles International Airport,672,0,485,321,115,15,0,21,31,50,10,2025-02-13,235,0600 - 0700,2025-02-21 00:00:01,64,32,770,64,A273,Tom Bradley International Terminal,1658,12,888,62
LAX,Los Angeles International Airport,178,0,294,15,0,0,0,17,32,13,3,2025-02-13,45,0700 - 0800,2025-02-21 00:00:01,37,21,337,37,A273,Tom Bradley International Terminal,500,9,163,34
LAX,Los Angeles International Airport,276,0,481,400,275,144,26,34,28,50,7,2025-02-13,103,0800 - 0900,2025-02-21 00:00:01,106,40,900,99,A273,Tom Bradley International Terminal,1652,28,752,106
LAX,Los Angeles International Airport,319,0,365,40,0,0,0,15,25,22,5,2025-02-13,128,0900 - 1000,2025-02-21 00:00:01,39,21,317,39,A273,Tom Bradley International Terminal,746,12,429,36
LAX,Los Angeles International Airport,530,0,331,25,22,7,0,14,33,22,6,2025-02-13,93,1000 - 1100,2025-02-21 00:00:01,67,20,397,67,A273,Tom Bradley International Terminal,937,11,540,67
LAX,Los Angeles International Airport,1135,0,436,45,10,4,0,13,44,49,9,2025-02-13,168,1100 - 1200,2025-02-21 00:00:01,65,15,902,54,A273,Tom Bradley International Terminal,1679,10,777,65
LAX,Los Angeles International Airport,417,0,394,91,68,25,0,20,44,31,5,2025-02-13,114,1200 - 1300,2025-02-21 00:00:01,72,25,535,72,A273,Tom Bradley International Terminal,1026,16,491,67
LAX,Los Angeles International Airport,668,0,690,437,115,18,0,22,45,61,9,2025-02-13,197,1300 - 1400,2025-02-21 00:00:01,87,26,1195,87,A273,Tom Bradley International Terminal,1989,17,794,79
LAX,Los Angeles International Airport,604,0,576,180,5,0,0,17,52,47,7,2025-02-13,130,1400 - 1500,2025-02-21 00:00:01,51,19,810,50,A273,Tom Bradley International Terminal,1412,15,602,51
LAX,Los Angeles International Airport,683,0,425,101,35,15,0,17,34,36,7,2025-02-13,97,1500 - 1600,2025-02-21 00:00:01,75,16,704,75,A273,Tom Bradley International Terminal,1295,18,591,75
LAX,Los Angeles International Airport,401,0,46,0,0,0,0,8,39,12,3,2025-02-13,81,1600 - 1700,2025-02-21 00:00:01,27,9,210,27,A273,Tom Bradley International Terminal,459,7,249,27
LAX,Los Angeles International Airport,601,0,173,6,0,0,0,10,39,21,5,2025-02-13,61,1700 - 1800,2025-02-21 00:00:01,32,12,436,32,A273,Tom Bradley International Terminal,801,9,365,32
LAX,Los Angeles International Airport,402,0,3,0,0,0,0,4,34,12,3,2025-02-13,68,1800 - 1900,2025-02-21 00:00:01,16,6,190,16,A273,Tom Bradley International Terminal,417,3,227,13
LAX,Los Angeles International Airport,823,0,613,225,364,199,0,27,34,67,10,2025-02-13,222,1900 - 2000,2025-02-21 00:00:01,78,37,1042,76,A273,Tom Bradley International Terminal,2291,18,1249,78
LAX,Los Angeles International Airport,327,0,270,101,25,0,0,18,26,20,8,2025-02-13,104,2000 - 2100,2025-02-21 00:00:01,49,27,312,49,A273,Tom Bradley International Terminal,743,12,431,45
LAX,Los Angeles International Airport,200,0,149,22,0,0,0,15,13,12,5,2025-02-13,27,2100 - 2200,2025-02-21 00:00:01,36,20,157,36,A273,Tom Bradley International Terminal,383,12,226,33
LAX,Los Angeles International Airport,285,0,196,45,0,0,0,15,14,15,4,2025-02-13,24,2200 - 2300,2025-02-21 00:00:01,38,17,317,38,A273,Tom Bradley International Terminal,541,12,224,38
LAX,Los Angeles International Airport,180,0,167,6,0,0,0,16,15,8,3,2025-02-13,25,2300 - 0000,2025-02-21 00:00:01,32,17,122,31,A273,Tom Bradley International Terminal,361,15,239,32
LAX,Los Angeles International Airport,9,0,0,0,0,0,0,1,1,2,1,2025-02-14,0,1100 - 1200,2025-02-22 00:00:00,2,1,11,2,A27F,Atlantic Aviation GAF,11,0,0,0
LAX,Los Angeles International Airport,15,0,0,0,0,0,0,2,1,1,1,2025-02-14,0,1700 - 1800,2025-02-22 00:00:00,6,0,0,0,A27F,Atlantic Aviation GAF,16,2,16,6
LAX,Los Angeles International Airport,86,0,93,0,0,0,0,16,7,8,1,2025-02-14,36,1000 - 1100,2025-02-22 00:00:00,30,19,72,30,A278,Satellite 7,187,14,115,27
LAX,Los Angeles International Airport,81,0,67,0,0,0,0,14,7,5,1,2025-02-14,20,1100 - 1200,2025-02-22 00:00:00,24,16,13,23,A278,Satellite 7,153,14,140,24
LAX,Los Angeles International Airport,161,0,104,24,0,0,0,14,8,7,1,2025-02-14,52,1200 - 1300,2025-02-22 00:00:00,35,20,113,35,A278,Satellite 7,296,10,183,23
LAX,Los Angeles International Airport,74,0,0,0,0,0,0,7,5,0,1,2025-02-14,14,1300 - 1400,2025-02-22 00:00:00,12,7,17,12,A278,Satellite 7,74,7,57,12
LAX,Los Angeles International Airport,186,0,61,0,0,0,0,12,7,6,2,2025-02-14,43,1400 - 1500,2025-02-22 00:00:00,27,13,52,23,A278,Satellite 7,253,11,201,27
LAX,Los Angeles International Airport,168,0,10,0,0,0,0,6,7,7,2,2025-02-14,38,1600 - 1700,2025-02-22 00:00:00,17,8,117,17,A278,Satellite 7,185,3,68,17
LAX,Los Angeles International Airport,309,0,77,14,5,0,0,11,7,10,4,2025-02-14,65,1700 - 1800,2025-02-22 00:00:00,46,14,126,46,A278,Satellite 7,415,10,289,38
LAX,Los Angeles International Airport,256,0,232,50,0,0,0,17,8,9,5,2025-02-14,83,1800 - 1900,2025-02-22 00:00:00,37,22,172,37,A278,Satellite 7,547,14,375,33
LAX,Los Angeles International Airport,395,0,351,195,81,165,10,30,25,36,7,2025-02-14,144,0500 - 0600,2025-02-22 00:00:00,99,43,613,99,A273,Tom Bradley International Terminal,1233,17,620,81
LAX,Los Angeles International Airport,455,0,421,133,167,505,0,37,26,59,10,2025-02-14,286,0600 - 0700,2025-02-22 00:00:00,87,60,840,87,A273,Tom Bradley International Terminal,1740,16,900,84
LAX,Los Angeles International Airport,203,0,202,104,85,272,0,39,24,28,4,2025-02-14,96,0700 - 0800,2025-02-22 00:00:00,89,57,454,89,A273,Tom Bradley International Terminal,894,22,440,83
LAX,Los Angeles International Airport,150,60,304,202,125,337,554,65,39,55,8,2025-02-14,105,0800 - 0900,2025-02-22 00:00:00,126,82,1259,126,A273,Tom Bradley International Terminal,1787,27,528,121
LAX,Los Angeles International Airport,116,0,126,52,24,168,51,47,30,25,4,2025-02-14,97,0900 - 1000,2025-02-22 00:00:00,114,76,279,114,A273,Tom Bradley International Terminal,562,21,283,103
LAX,Los Angeles International Airport,317,0,270,232,169,50,0,28,39,40,6,2025-02-14,113,1000 - 1100,2025-02-22 00:00:00,73,40,539,73,A273,Tom Bradley International Terminal,1078,17,539,72
LAX,Los Angeles International Airport,387,0,422,337,281,25,2,29,36,47,9,2025-02-14,95,1100 - 1200,2025-02-22 00:00:00,105,36,970,80,A273,Tom Bradley International Terminal,1501,16,531,105
LAX,Los Angeles International Airport,542,0,681,330,113,13,0,22,45,59,7,2025-02-14,219,1200 - 1300,2025-02-22 00:00:00,72,29,902,72,A273,Tom Bradley International Terminal,1738,15,836,70
LAX,Los Angeles International Airport,856,0,574,310,106,37,0,20,39,59,9,2025-02-14,205,1300 - 1400,2025-02-22 00:00:00,68,25,1205,68,A273,Tom Bradley International Terminal,1942,13,737,63
LAX,Los Angeles International Airport,312,0,238,0,0,0,0,14,35,19,3,2025-02-14,54,1400 - 1500,2025-02-22 00:00:00,29,16,350,29,A273,Tom Bradley International Terminal,569,10,219,28
LAX,Los Angeles International Airport,913,0,799,68,0,0,0,15,41,56,8,2025-02-14,139,1500 - 1600,2025-02-22 00:00:00,42,17,1172,42,A273,Tom Bradley International Terminal,1836,12,664,42
LAX,Los Angeles International Airport,394,0,185,0,0,0,0,12,37,15,3,2025-02-14,36,1600 - 1700,2025-02-22 00:00:00,29,13,374,29,A273,Tom Bradley International Terminal,594,10,220,27
LAX,Los Angeles International Airport,353,0,263,28,0,0,0,14,35,17,5,2025-02-14,88,1700 - 1800,2025-02-22 00:00:00,36,17,367,36,A273,Tom Bradley International Terminal,661,10,294,32
LAX,Los Angeles International Airport,472,0,471,308,163,166,0,29,38,47,7,2025-02-14,123,1800 - 1900,2025-02-22 00:00:00,83,36,916,83,A273,Tom Bradley International Terminal,1627,19,711,76
LAX,Los Angeles International Airport,257,0,232,310,157,529,106,48,26,54,8,2025-02-14,145,1900 - 2000,2025-02-22 00:00:00,109,67,895,109,A273,Tom Bradley International Terminal,1645,27,750,109
LAX,Los Angeles International Airport,163,0,277,232,43,4,0,26,22,298,6,2025-02-14,106,2000 - 2100,2025-02-22 00:00:00,62,34,391,62,A273,Tom Bradley International Terminal,1017,21,626,62
LAX,Los Angeles International Airport,320,0,290,60,17,0,0,18,26,19,5,2025-02-14,39,2100 - 2200,2025-02-22 00:00:00,52,21,407,52,A273,Tom Bradley International Terminal,706,13,299,36
LAX,Los Angeles International Airport,258,0,346,97,7,0,0,19,16,24,6,2025-02-14,33,2200 - 2300,2025-02-22 00:00:00,50,22,359,50,A273,Tom Bradley International Terminal,732,17,373,50
LAX,Los Angeles International Airport,266,0,154,15,0,0,0,14,16,11,4,2025-02-14,33,2300 - 0000,2025-02-22 00:00:00,35,16,137,35,A273,Tom Bradley International Terminal,446,13,309,35
LAX,Los Angeles International Airport,160,0,168,59,0,0,0,18,7,12,2,2025-02-15,22,1000 - 1100,2025-02-23 00:00:03,36,25,157,36,A278,Satellite 7,399,14,242,35
LAX,Los Angeles International Airport,259,0,45,0,0,0,0,10,8,7,2,2025-02-15,34,1100 - 1200,2025-02-23 00:00:03,19,11,26,19,A278,Satellite 7,311,10,285,19
LAX,Los Angeles International Airport,210,0,95,0,0,0,0,11,8,9,1,2025-02-15,49,1200 - 1300,2025-02-23 00:00:03,26,15,78,26,A278,Satellite 7,314,10,236,22
LAX,Los Angeles International Airport,204,0,73,0,0,0,0,12,7,7,2,2025-02-15,36,1400 - 1500,2025-02-23 00:00:03,21,14,35,20,A278,Satellite 7,284,12,249,21
LAX,Los Angeles International Airport,337,0,168,55,49,0,0,18,11,18,5,2025-02-15,111,1600 - 1700,2025-02-23 00:00:03,60,30,203,60,A278,Satellite 7,627,12,424,38
LAX,Los Angeles International Airport,544,0,317,9,0,0,0,13,9,20,7,2025-02-15,98,1700 - 1800,2025-02-23 00:00:03,36,18,216,36,A278,Satellite 7,890,12,674,36
LAX,Los Angeles International Airport,151,0,4,0,0,0,0,9,9,5,2,2025-02-15,25,1800 - 1900,2025-02-23 00:00:03,19,9,20,14,A278,Satellite 7,160,9,140,19
LAX,Los Angeles International Airport,95,0,77,0,0,0,0,15,16,6,1,2025-02-15,4,0000 - 0100,2025-02-23 00:00:03,30,15,118,28,A273,Tom Bradley International Terminal,178,13,60,30
LAX,Los Angeles International Airport,466,0,216,162,19,2,0,18,26,27,5,2025-02-15,116,0500 - 0600,2025-02-23 00:00:03,62,23,461,62,A273,Tom Bradley International Terminal,892,12,431,52
LAX,Los Angeles International Airport,288,0,240,389,434,490,4,43,34,49,9,2025-02-15,219,0600 - 0700,2025-02-23 00:00:03,97,55,948,97,A273,Tom Bradley International Terminal,1894,31,946,87
LAX,Los Angeles International Airport,302,0,365,282,357,98,4,34,39,46,6,2025-02-15,151,0700 - 0800,2025-02-23 00:00:03,93,43,787,91,A273,Tom Bradley International Terminal,1454,22,667,93
LAX,Los Angeles International Airport,311,0,313,438,413,101,0,35,39,49,7,2025-02-15,121,0800 - 0900,2025-02-23 00:00:03,72,44,983,72,A273,Tom Bradley International Terminal,1625,21,642,72
LAX,Los Angeles International Airport,517,0,329,5,0,0,0,12,31,23,5,2025-02-15,122,0900 - 1000,2025-02-23 00:00:03,37,16,358,35,A273,Tom Bradley International Terminal,874,10,516,37
LAX,Los Angeles International Airport,444,0,595,372,102,27,0,24,29,45,8,2025-02-15,143,1000 - 1100,2025-02-23 00:00:03,76,29,857,76,A273,Tom Bradley International Terminal,1585,19,728,76
LAX,Los Angeles International Airport,247,0,468,141,0,0,0,20,33,25,4,2025-02-15,78,1100 - 1200,2025-02-23 00:00:03,45,25,522,45,A273,Tom Bradley International Terminal,881,13,359,42
LAX,Los Angeles International Airport,627,0,799,577,177,32,0,25,34,75,10,2025-02-15,253,1200 - 1300,2025-02-23 00:00:03,76,28,1037,74,A273,Tom Bradley International Terminal,2287,22,1250,76
LAX,Los Angeles International Airport,332,0,466,384,465,413,0,39,41,74,9,2025-02-15,193,1300 - 1400,2025-02-23 00:00:03,89,49,1412,89,A273,Tom Bradley International Terminal,2134,20,722,64
LAX,Los Angeles International Airport,130,0,445,244,105,6,0,28,39,26,4,2025-02-15,78,1400 - 1500,2025-02-23 00:00:03,64,34,515,64,A273,Tom Bradley International Terminal,956,20,441,48
LAX,Los Angeles International Airport,458,0,47,0,0,0,0,8,38,20,3,2025-02-15,52,1500 - 1600,2025-02-23 00:00:03,29,8,339,29,A273,Tom Bradley International Terminal,525,7,186,26
LAX,Los Angeles International Airport,1076,0,401,24,5,0,0,11,46,38,8,2025-02-15,155,1600 - 1700,2025-02-23 00:00:03,48,13,810,48,A273,Tom Bradley International Terminal,1544,9,734,47
LAX,Los Angeles International Airport,273,0,260,30,6,0,0,16,34,13,5,2025-02-15,30,1700 - 1800,2025-02-23 00:00:03,52,18,271,52,A273,Tom Bradley International Terminal,582,15,311,52
LAX,Los Angeles International Airport,831,0,804,249,35,85,0,20,38,65,9,2025-02-15,199,1800 - 1900,2025-02-23 00:00:03,87,20,940,87,A273,Tom Bradley International Terminal,2069,21,1129,87
LAX,Los Angeles International Airport,588,0,434,194,220,362,0,32,39,50,8,2025-02-15,229,1900 - 2000,2025-02-23 00:00:03,85,47,1002,85,A273,Tom Bradley International Terminal,1848,16,846,72
LAX,Los Angeles International Airport,201,0,322,111,11,0,0,21,25,23,5,2025-02-15,67,2000 - 2100,2025-02-23 00:00:03,59,28,271,59,A273,Tom Bradley International Terminal,668,16,397,58
LAX,Los Angeles International Airport,302,0,666,142,25,0,0,21,26,33,8,2025-02-15,72,2100 - 2200,2025-02-23 00:00:03,59,25,344,57,A273,Tom Bradley International Terminal,1168,20,824,59
LAX,Los Angeles International Airport,330,0,312,43,0,0,0,16,19,23,5,2025-02-15,38,2200 - 2300,2025-02-23 00:00:03,43,17,281,34,A273,Tom Bradley International Terminal,708,15,427,43
LAX,Los Angeles International Airport,233,0,182,9,0,0,0,14,17,13,3,2025-02-15,51,2300 - 0000,2025-02-23 00:00:03,33,17,108,33,A273,Tom Bradley International Terminal,437,13,329,33
LAX,Los Angeles International Airport,7,0,0,0,0,0,0,1,1,2,1,2025-02-16,0,1700 - 1800,2025-02-24 00:00:00,3,3,1,3,A27F,Atlantic Aviation GAF,9,1,8,2
LAX,Los Angeles International Airport,212,0,185,14,0,0,0,15,10,11,2,2025-02-16,47,1000 - 1100,2025-02-24 00:00:00,32,18,142,32,A278,Satellite 7,422,13,280,32
LAX,Los Angeles International Airport,93,0,69,0,0,0,0,13,7,5,1,2025-02-16,11,1100 - 1200,2025-02-24 00:00:00,24,14,16,21,A278,Satellite 7,167,13,151,24
LAX,Los Angeles International Airport,48,0,79,46,0,0,0,23,9,6,1,2025-02-16,29,1200 - 1300,2025-02-24 00:00:00,34,18,11,32,A278,Satellite 7,179,23,168,34
LAX,Los Angeles International Airport,345,0,271,0,0,0,0,14,8,11,3,2025-02-16,132,1300 - 1400,2025-02-24 00:00:00,27,15,115,26,A278,Satellite 7,627,13,512,27
LAX,Los Angeles International Airport,141,0,19,0,0,0,0,11,8,4,1,2025-02-16,37,1400 - 1500,2025-02-24 00:00:00,18,12,12,17,A278,Satellite 7,164,11,152,18
